# point cloud data from PLY
406.72232,290.86813,551.3941
412.75293,293.54398,560.0336
413.36603,292.34064,561.2119
414.9286,291.80014,563.6976
417.17065,291.72244,567.12036
416.97028,289.9286,567.1709
388.37772,268.5073,527.9906
418.16113,196.22746,582.90753
425.70996,198.08153,593.76495
429.77863,198.2702,599.7005
430.92072,197.08806,601.4939
434.9922,197.22508,607.43475
438.22845,196.95439,612.19336
440.20938,196.09885,615.17365
442.88904,195.53606,619.1436
444.45175,194.46333,621.52997
444.8962,192.89339,622.3295
447.7168,192.34067,626.4979
447.04147,190.27762,625.7058
444.26547,187.3341,621.9296
444.1459,185.5222,621.9205
444.30496,183.82657,622.3049
444.46298,182.12921,622.6857
445.04013,180.60074,623.6603
444.91568,178.78572,623.63605
446.3323,177.58484,625.80023
447.1876,176.1516,627.16516
447.2002,174.383,627.33044
446.50977,172.34294,626.49365
447.3621,170.8977,627.8494
447.23044,169.07372,627.8035
447.51886,167.40793,628.3536
447.3846,165.58342,628.30005
445.98352,163.29607,626.4406
445.14273,161.22282,625.37646
446.12903,159.81071,626.91266
446.55173,158.19113,627.64453
448.94424,157.2582,631.18195
449.647,155.72107,632.3103
449.50363,153.88872,632.23083
449.49973,152.10468,632.3484
448.22577,149.89597,630.6529
448.07764,148.06938,630.5608
448.6332,146.4737,631.47076
449.0466,144.82779,632.1765
449.74112,143.26811,633.28174
449.3053,141.34737,632.7721
449.43265,139.605,633.06445
448.85233,137.6446,632.3447
451.94354,136.80019,636.8667
451.78467,134.96034,636.74585
451.05884,132.95464,635.8132
450.4726,130.99527,635.078
451.15738,129.40515,636.1573
451.4166,127.68921,636.627
450.96704,125.77353,636.0819
450.6572,123.89983,635.73474
449.49634,121.79799,634.16876
452.44003,120.80128,638.4711
454.2505,119.48313,641.152
455.49353,118.00365,643.0204
454.18494,115.863335,641.2366
451.88187,113.48369,638.02783
450.71045,111.40201,636.4361
431.05457,97.995964,608.6875
430.2937,96.11646,607.6699
432.0869,94.80339,610.309
433.5953,93.414734,612.5392
435.67096,92.13406,615.5812
431.21024,89.48057,609.25684
424.61472,86.427925,599.87036
528.6771,-112.5449,748.8019
526.01434,-114.06419,744.9036
527.61017,-116.50271,747.1043
526.50635,-118.34707,745.43646
530.08466,-121.2537,750.4719
528.9772,-123.09826,748.795
529.9962,-125.43735,750.1614
553.22266,-152.87502,782.33905
556.0525,-155.86226,786.2659
555.05975,-157.78532,784.7262
561.98505,-161.98276,794.5
569.04614,-166.27483,804.46277
574.4055,-170.1189,811.9892
578.9124,-173.74962,818.29315
581.1547,-176.72743,821.3588
583.53516,-179.76558,824.61835
581.9592,-181.5881,822.2262
581.6525,-183.79922,821.6445
588.9638,-188.44534,831.93243
580.18805,-187.93843,819.2599
592.7095,-194.34514,836.97296
580.55054,-192.66072,819.47375
583.3361,-195.89864,823.2912
582.31433,-197.8649,821.67584
582.8405,-200.35524,822.2656
577.8731,-200.93945,815.02295
576.9893,-202.92044,813.5995
574.5563,-204.34344,809.96716
574.37384,-206.55649,809.53955
576.1587,-209.48338,811.91125
576.39417,-211.85497,812.0735
577.3306,-214.4888,813.2308
577.56213,-216.86539,813.3819
575.1234,-218.23062,809.7309
576.1946,-220.9222,811.07196
577.6843,-223.78448,813.0052
581.55664,-227.59099,818.3227
587.24786,-232.14723,826.2208
588.8676,-235.12297,828.32587
589.64355,-237.77126,829.2281
586.6344,-238.88438,824.7502
587.9676,-241.75912,826.4387
586.778,-243.59714,824.5415
590.906,-247.65436,830.1909
587.3346,-248.48685,824.90784
591.59607,-252.63603,830.73785
594.31506,-256.15417,834.3739
593.8159,-258.2941,833.44183
593.17596,-260.36823,832.3075
594.3504,-263.2409,833.7422
594.54517,-265.6851,833.7851
595.4361,-268.44464,834.8108
594.0927,-270.1952,832.66907
595.956,-273.40616,835.0649
598.79193,-277.08197,838.8328
599.8129,-279.9333,840.02747
600.97076,-282.85706,841.4118
602.544,-285.98715,843.3793
602.027,-288.12936,842.38745
600.67413,-289.8642,840.2122
601.4068,-292.60287,840.98083
601.02545,-294.80093,840.17236
601.1986,-297.27023,840.144
598.5926,-298.35556,836.1898
594.4601,-298.6534,830.08124
591.9949,-299.76273,826.32477
595.9111,-304.10913,831.5645
592.61255,-304.77606,826.6286
596.7996,-309.29636,832.2394
598.3497,-312.4727,834.1285
597.95825,-314.63974,833.27924
595.7664,-315.8492,829.8929
592.1914,-316.3025,824.5595
584.8841,-314.71906,813.9771
582.00543,-315.47833,809.62506
580.9244,-317.19623,807.7991
580.2574,-319.13333,806.55237
580.14197,-321.37067,806.0774
578.3693,-322.68253,803.27295
579.63184,-325.68567,804.72577
576.47986,-326.2009,799.98175
